id,referencia,marca,capacidad,consumo,ciudad,responsable
2375,ACH22,rico,1671,1926,La estrella,Martha builes
9560,ACH22,rico,1319,1317,Sabaneta,Martha builes
320,ACH22,kalley,394,424,Medellin,Carlos Zapata
6689,ACH43,rico,2458,2127,itagui,Carlos Zapata
9731,ACH01,sony,1591,1799,La estrella,Ana Rubio
9039,ACH43,kalley,690,564,Envigado,Pedro Perez
6546,ACH43,sony,501,759,Envigado,Ana Rubio
4963,ACH01,kalley,2068,2295,itagui,Jhon doe
1796,ACH01,rico,2434,2231,itagui,Pedro Perez
8827,ACH01,sony,2339,2164,itagui,Ana Rubio
1173,ACH43,rico,138,482,Medellin,Martha builes
4063,ACH43,rico,1543,1612,La estrella,Jhon doe
4898,ACH43,rico,1886,1628,La estrella,Jhon doe
2209,ACH43,kalley,229,168,Medellin,Jhon doe
7774,ACH01,rico,1063,1178,Sabaneta,Martha builes
9171,ACH43,kalley,254,188,Medellin,Martha builes
6509,ACH01,sony,2028,2231,itagui,Martha builes
4917,ACH22,sony,2149,2429,itagui,Jhon doe
5573,ACH22,rico,331,399,Medellin,Pedro Perez
9809,ACH22,kalley,763,657,Envigado,Pedro Perez
3956,ACH43,rico,1337,1141,Sabaneta,Pedro Perez
736,ACH01,sony,932,910,Envigado,Jhon doe
1822,ACH43,rico,583,835,Envigado,Martha builes
4833,ACH22,kalley,427,197,Medellin,Martha builes
4765,ACH22,sony,1175,1335,Sabaneta,Ana Rubio
8535,ACH43,sony,1608,1762,La estrella,Ana Rubio
9978,ACH43,sony,941,703,Envigado,Martha builes
6562,ACH22,sony,1715,1795,La estrella,Carlos Zapata
5965,ACH22,sony,1162,1383,Sabaneta,Pedro Perez
1724,ACH22,sony,902,595,Envigado,Ana Rubio
3434,ACH43,rico,927,966,Envigado,Carlos Zapata
3604,ACH43,kalley,2000,2351,itagui,Ana Rubio
3227,ACH01,sony,160,296,Medellin,Ana Rubio
4252,ACH22,sony,2176,2266,itagui,Martha builes
1006,ACH01,rico,546,514,Envigado,Carlos Zapata
3601,ACH01,rico,1120,1477,Sabaneta,Carlos Zapata
4783,ACH22,sony,157,288,Medellin,Pedro Perez
4029,ACH22,kalley,1402,1257,Sabaneta,Pedro Perez
6998,ACH43,sony,647,820,Envigado,Ana Rubio
5495,ACH01,kalley,1454,1026,Sabaneta,Jhon doe
6900,ACH01,rico,1399,1180,Sabaneta,Jhon doe
505,ACH22,sony,1066,1101,Sabaneta,Pedro Perez
7880,ACH22,sony,2175,2317,itagui,Pedro Perez
821,ACH22,sony,475,477,Medellin,Martha builes
9652,ACH01,kalley,188,497,Medellin,Martha builes
6628,ACH01,rico,179,426,Medellin,Martha builes
7158,ACH43,rico,400,139,Medellin,Martha builes
2797,ACH43,sony,139,445,Medellin,Ana Rubio
9503,ACH01,kalley,150,373,Medellin,Carlos Zapata
9988,ACH43,sony,1895,1869,La estrella,Pedro Perez
6833,ACH22,kalley,2311,2099,itagui,Ana Rubio
8627,ACH22,sony,2212,2355,itagui,Pedro Perez
1293,ACH43,kalley,1969,1592,La estrella,Pedro Perez
8345,ACH43,kalley,1387,1052,Sabaneta,Ana Rubio
6816,ACH22,sony,1932,1597,La estrella,Carlos Zapata
8951,ACH43,kalley,1614,1992,La estrella,Martha builes
3793,ACH43,sony,1285,1377,Sabaneta,Jhon doe
6839,ACH43,sony,112,204,Medellin,Martha builes
5068,ACH43,kalley,1223,1181,Sabaneta,Ana Rubio
6394,ACH01,kalley,1741,1793,La estrella,Carlos Zapata
4452,ACH43,kalley,1290,1320,Sabaneta,Ana Rubio
5007,ACH43,sony,2228,2047,itagui,Jhon doe
2983,ACH22,rico,1796,1505,La estrella,Ana Rubio
7773,ACH01,kalley,1703,1747,La estrella,Martha builes
7440,ACH22,sony,256,362,Medellin,Ana Rubio
6187,ACH22,sony,2399,2269,itagui,Ana Rubio
9346,ACH01,sony,1057,1019,Sabaneta,Ana Rubio
5536,ACH43,kalley,2246,2121,itagui,Ana Rubio
1207,ACH22,kalley,666,828,Envigado,Carlos Zapata
6964,ACH43,kalley,112,237,Medellin,Ana Rubio
1693,ACH22,rico,1570,1602,La estrella,Carlos Zapata
738,ACH43,kalley,124,325,Medellin,Martha builes
6149,ACH22,rico,2067,2019,itagui,Ana Rubio
6725,ACH01,kalley,2090,2455,itagui,Pedro Perez
7999,ACH22,rico,1072,1056,Sabaneta,Jhon doe
1346,ACH22,kalley,2267,2403,itagui,Ana Rubio
6416,ACH01,kalley,2241,2030,itagui,Pedro Perez
4746,ACH22,rico,1215,1173,Sabaneta,Carlos Zapata
1665,ACH43,rico,183,183,Medellin,Carlos Zapata
8054,ACH22,sony,2453,2470,itagui,Martha builes
4172,ACH22,kalley,1474,1336,Sabaneta,Jhon doe
159,ACH01,sony,268,175,Medellin,Martha builes
8821,ACH43,sony,2433,2185,itagui,Jhon doe
2466,ACH01,rico,1418,1145,Sabaneta,Ana Rubio
3374,ACH01,kalley,1570,1776,La estrella,Ana Rubio
9792,ACH01,rico,2298,2191,itagui,Ana Rubio
2394,ACH22,kalley,204,128,Medellin,Martha builes
7410,ACH43,sony,1405,1079,Sabaneta,Pedro Perez
6912,ACH43,rico,293,226,Medellin,Jhon doe
4095,ACH22,rico,1284,1253,Sabaneta,Ana Rubio
3246,ACH22,kalley,1911,1772,La estrella,Martha builes
553,ACH43,kalley,216,168,Medellin,Jhon doe
2448,ACH22,sony,1199,1036,Sabaneta,Jhon doe
3562,ACH22,rico,675,919,Envigado,Martha builes
8073,ACH01,kalley,518,579,Envigado,Martha builes
5178,ACH22,kalley,2008,2426,itagui,Martha builes
179,ACH43,sony,1287,1180,Sabaneta,Carlos Zapata
2389,ACH22,rico,858,870,Envigado,Pedro Perez
2424,ACH43,rico,989,958,Envigado,Pedro Perez
7056,ACH22,sony,744,943,Envigado,Martha builes
795,ACH43,rico,1210,1407,Sabaneta,Pedro Perez
9761,ACH43,rico,268,255,Medellin,Jhon doe
2516,ACH22,kalley,1269,1415,Sabaneta,Carlos Zapata
6383,ACH01,sony,1224,1200,Sabaneta,Ana Rubio
7960,ACH43,sony,2152,2263,itagui,Jhon doe
8623,ACH22,rico,1183,1484,Sabaneta,Ana Rubio
6319,ACH01,kalley,2021,2317,itagui,Martha builes
8831,ACH43,kalley,1004,1266,Sabaneta,Carlos Zapata
9849,ACH01,sony,599,610,Envigado,Ana Rubio
8543,ACH43,sony,155,295,Medellin,Carlos Zapata
2538,ACH01,kalley,724,629,Envigado,Jhon doe
5124,ACH22,sony,1594,1500,La estrella,Ana Rubio
6132,ACH43,rico,291,269,Medellin,Jhon doe
2886,ACH43,kalley,2150,2158,itagui,Pedro Perez
8923,ACH22,rico,446,206,Medellin,Ana Rubio
332,ACH01,rico,623,956,Envigado,Jhon doe
7715,ACH22,sony,877,637,Envigado,Pedro Perez
2852,ACH22,rico,2015,2228,itagui,Jhon doe
8774,ACH43,sony,387,244,Medellin,Pedro Perez
6972,ACH22,sony,2118,2203,itagui,Jhon doe
2265,ACH43,kalley,235,227,Medellin,Carlos Zapata
6260,ACH43,kalley,2095,2094,itagui,Pedro Perez
2011,ACH01,kalley,1889,1942,La estrella,Martha builes
3385,ACH22,sony,732,530,Envigado,Pedro Perez
4813,ACH43,sony,2485,2357,itagui,Ana Rubio
3650,ACH43,rico,154,175,Medellin,Jhon doe
3450,ACH01,rico,343,454,Medellin,Ana Rubio
3436,ACH43,kalley,652,529,Envigado,Pedro Perez
9822,ACH01,rico,243,381,Medellin,Carlos Zapata
9568,ACH43,kalley,2037,2122,itagui,Pedro Perez
6035,ACH43,sony,1151,1462,Sabaneta,Carlos Zapata
5109,ACH22,sony,1724,1614,La estrella,Martha builes
8515,ACH01,sony,503,906,Envigado,Carlos Zapata
2349,ACH22,sony,161,475,Medellin,Pedro Perez
5569,ACH22,kalley,114,405,Medellin,Ana Rubio
6315,ACH01,sony,2134,2230,itagui,Martha builes
2797,ACH43,kalley,2464,2419,itagui,Ana Rubio
6570,ACH01,sony,796,524,Envigado,Ana Rubio
6261,ACH43,sony,1439,1461,Sabaneta,Pedro Perez
6985,ACH22,rico,2137,2114,itagui,Pedro Perez
4088,ACH22,sony,1343,1294,Sabaneta,Ana Rubio
3451,ACH43,kalley,2216,2398,itagui,Ana Rubio
8047,ACH01,kalley,2105,2149,itagui,Pedro Perez
8927,ACH01,kalley,997,979,Envigado,Pedro Perez
6146,ACH22,rico,165,112,Medellin,Pedro Perez
6952,ACH43,rico,324,365,Medellin,Ana Rubio
4734,ACH43,kalley,1856,1745,La estrella,Pedro Perez
2314,ACH43,kalley,624,708,Envigado,Jhon doe
1325,ACH01,kalley,2186,2375,itagui,Martha builes
8743,ACH43,kalley,169,405,Medellin,Jhon doe
3562,ACH22,rico,1522,1600,La estrella,Jhon doe
8432,ACH01,kalley,1965,1735,La estrella,Martha builes
7111,ACH01,kalley,667,614,Envigado,Ana Rubio
4949,ACH01,rico,1596,1604,La estrella,Ana Rubio
7664,ACH22,kalley,752,950,Envigado,Martha builes
1961,ACH43,rico,2451,2439,itagui,Martha builes
7630,ACH43,sony,1815,1606,La estrella,Ana Rubio
998,ACH22,rico,1214,1181,Sabaneta,Ana Rubio
5577,ACH43,kalley,455,120,Medellin,Martha builes
1739,ACH01,sony,1978,1760,La estrella,Pedro Perez
7442,ACH22,rico,1307,1404,Sabaneta,Carlos Zapata
4091,ACH01,sony,2078,2361,itagui,Carlos Zapata
8143,ACH22,sony,2011,2099,itagui,Carlos Zapata
8652,ACH22,rico,745,501,Envigado,Carlos Zapata
9201,ACH22,sony,437,468,Medellin,Martha builes
1954,ACH01,sony,1251,1292,Sabaneta,Ana Rubio
126,ACH01,rico,206,456,Medellin,Pedro Perez
7970,ACH22,kalley,665,798,Envigado,Pedro Perez
3997,ACH01,rico,280,171,Medellin,Jhon doe
9653,ACH43,sony,875,947,Envigado,Carlos Zapata
1125,ACH43,sony,1952,1655,La estrella,Pedro Perez
7640,ACH01,sony,208,403,Medellin,Carlos Zapata
8255,ACH22,sony,1676,1636,La estrella,Carlos Zapata
7673,ACH01,kalley,2122,2153,itagui,Pedro Perez
6240,ACH43,kalley,2054,2478,itagui,Jhon doe
8959,ACH01,rico,2329,2108,itagui,Pedro Perez
2319,ACH43,rico,2455,2224,itagui,Carlos Zapata
6123,ACH43,rico,2099,2481,itagui,Martha builes
1123,ACH43,rico,1491,1206,Sabaneta,Carlos Zapata
8749,ACH01,kalley,167,406,Medellin,Martha builes
8985,ACH43,kalley,651,735,Envigado,Carlos Zapata
6875,ACH01,kalley,2216,2014,itagui,Pedro Perez
1045,ACH01,kalley,832,649,Envigado,Jhon doe
2170,ACH22,kalley,144,442,Medellin,Pedro Perez
7653,ACH22,rico,1848,1570,La estrella,Pedro Perez
7120,ACH43,sony,763,686,Envigado,Jhon doe
556,ACH01,kalley,1427,1445,Sabaneta,Jhon doe
7595,ACH01,rico,445,449,Medellin,Ana Rubio
3288,ACH22,rico,1704,1987,La estrella,Carlos Zapata
5095,ACH22,sony,245,462,Medellin,Ana Rubio
5632,ACH22,kalley,2080,2334,itagui,Jhon doe
5032,ACH22,sony,1383,1140,Sabaneta,Jhon doe
825,ACH22,sony,1995,1743,La estrella,Pedro Perez
9218,ACH01,rico,382,242,Medellin,Ana Rubio
712,ACH01,rico,567,575,Envigado,Pedro Perez
6676,ACH22,rico,418,168,Medellin,Ana Rubio
9270,ACH01,kalley,344,373,Medellin,Ana Rubio
7099,ACH22,rico,1354,1407,Sabaneta,Martha builes
5299,ACH22,sony,984,717,Envigado,Pedro Perez
3634,ACH43,sony,2028,2035,itagui,Ana Rubio
5033,ACH43,rico,2252,2292,itagui,Pedro Perez
1083,ACH22,rico,602,646,Envigado,Carlos Zapata
3593,ACH22,sony,933,847,Envigado,Martha builes
3739,ACH22,sony,1396,1066,Sabaneta,Jhon doe
2342,ACH22,sony,655,760,Envigado,Pedro Perez
4183,ACH22,rico,387,202,Medellin,Carlos Zapata
5744,ACH43,sony,1757,1514,La estrella,Jhon doe
8791,ACH22,sony,1557,1913,La estrella,Pedro Perez
1718,ACH01,rico,342,201,Medellin,Ana Rubio
6629,ACH43,sony,1903,1530,La estrella,Jhon doe
4347,ACH43,kalley,1558,1615,La estrella,Carlos Zapata
451,ACH22,sony,1255,1345,Sabaneta,Martha builes
7042,ACH01,sony,1450,1186,Sabaneta,Jhon doe
406,ACH22,sony,1794,1815,La estrella,Martha builes
1628,ACH01,sony,2062,2465,itagui,Carlos Zapata
8781,ACH01,kalley,270,360,Medellin,Martha builes
956,ACH43,kalley,735,554,Envigado,Martha builes
7170,ACH43,sony,2058,2056,itagui,Pedro Perez
1599,ACH01,rico,2010,2160,itagui,Martha builes
459,ACH22,sony,2400,2453,itagui,Carlos Zapata
4862,ACH43,sony,646,867,Envigado,Carlos Zapata
4858,ACH22,sony,2092,2369,itagui,Pedro Perez
1065,ACH22,sony,2193,2075,itagui,Martha builes
9502,ACH01,kalley,1834,1549,La estrella,Carlos Zapata
5305,ACH01,rico,730,964,Envigado,Martha builes
277,ACH22,sony,1191,1280,Sabaneta,Carlos Zapata
2108,ACH01,kalley,1289,1308,Sabaneta,Pedro Perez
7961,ACH01,sony,279,127,Medellin,Ana Rubio
5854,ACH22,rico,836,587,Envigado,Martha builes
9420,ACH22,kalley,1375,1442,Sabaneta,Martha builes
9958,ACH22,kalley,2160,2431,itagui,Martha builes
4554,ACH22,kalley,1543,1593,La estrella,Pedro Perez
1101,ACH01,rico,1556,1792,La estrella,Jhon doe
6724,ACH01,rico,297,262,Medellin,Jhon doe
6134,ACH43,sony,1829,1918,La estrella,Pedro Perez
5166,ACH22,kalley,2039,2208,itagui,Martha builes
3889,ACH43,sony,913,592,Envigado,Ana Rubio
2973,ACH22,sony,1844,1841,La estrella,Ana Rubio
4988,ACH43,rico,2333,2436,itagui,Carlos Zapata
3754,ACH01,kalley,184,149,Medellin,Martha builes
7430,ACH01,sony,457,285,Medellin,Jhon doe
4166,ACH22,kalley,735,989,Envigado,Martha builes
3434,ACH01,sony,1608,1777,La estrella,Jhon doe
5571,ACH01,kalley,391,418,Medellin,Carlos Zapata
319,ACH22,sony,1186,1487,Sabaneta,Martha builes
8068,ACH01,kalley,616,820,Envigado,Pedro Perez
8788,ACH01,kalley,932,524,Envigado,Pedro Perez
929,ACH43,sony,2358,2233,itagui,Carlos Zapata
5357,ACH43,rico,857,653,Envigado,Carlos Zapata
2605,ACH01,sony,1229,1073,Sabaneta,Carlos Zapata
6857,ACH01,sony,761,552,Envigado,Ana Rubio
3983,ACH43,kalley,1364,1157,Sabaneta,Martha builes
3550,ACH43,sony,1227,1324,Sabaneta,Carlos Zapata
2921,ACH43,kalley,1891,1731,La estrella,Ana Rubio
9471,ACH01,kalley,1443,1197,Sabaneta,Carlos Zapata
6894,ACH43,sony,1328,1201,Sabaneta,Jhon doe
8588,ACH43,sony,1305,1386,Sabaneta,Jhon doe
5222,ACH22,rico,1748,1794,La estrella,Carlos Zapata
9021,ACH22,rico,1390,1133,Sabaneta,Jhon doe
3251,ACH43,rico,2010,2311,itagui,Jhon doe
668,ACH22,rico,639,885,Envigado,Jhon doe
3098,ACH01,kalley,2188,2437,itagui,Pedro Perez
2194,ACH22,sony,391,245,Medellin,Jhon doe
2504,ACH43,sony,2217,2184,itagui,Jhon doe
5535,ACH22,kalley,147,204,Medellin,Pedro Perez
4264,ACH43,kalley,388,166,Medellin,Pedro Perez
6095,ACH43,kalley,856,709,Envigado,Ana Rubio
7051,ACH43,sony,582,699,Envigado,Martha builes
50,ACH43,kalley,1424,1093,Sabaneta,Pedro Perez
731,ACH43,rico,1101,1166,Sabaneta,Pedro Perez
1560,ACH22,sony,238,162,Medellin,Martha builes
2834,ACH22,sony,2149,2418,itagui,Pedro Perez
7110,ACH43,kalley,1381,1423,Sabaneta,Carlos Zapata
7291,ACH43,sony,1050,1488,Sabaneta,Carlos Zapata
9094,ACH43,rico,1143,1245,Sabaneta,Jhon doe
7853,ACH01,sony,2359,2498,itagui,Pedro Perez
212,ACH43,rico,1471,1047,Sabaneta,Martha builes
8789,ACH01,kalley,1557,1924,La estrella,Martha builes
3568,ACH43,rico,1488,1202,Sabaneta,Carlos Zapata
908,ACH43,sony,2244,2149,itagui,Carlos Zapata
7880,ACH43,sony,747,634,Envigado,Jhon doe
3175,ACH01,rico,738,714,Envigado,Jhon doe
8737,ACH01,rico,946,900,Envigado,Ana Rubio
